"spend","Display","Paid Search","Paid Social"
1413296.35128743,9640.28675179459,18303.9345498426,2607.2612576643
1417300.02367068,9652.77782305099,18320.5665155736,2607.88474530583
1421303.69605393,9665.21946027982,18337.1064564153,2608.50150153598
1425307.36843718,9677.61185911867,18353.5548815425,2609.11159902962
1429311.04082043,9689.95521443088,18369.912297313,2609.71510967704
1433314.71320368,9702.24972030863,18386.1792072827,2610.31210459235
1437318.38558693,9714.49557007593,18402.3561122215,2610.90265412188
1441322.05797018,9726.69295629175,18418.4435101284,2611.48682785249
1445325.73035343,9738.84207075296,18434.441896247,2612.06469461975
1449329.40273668,9750.9431044974,18450.3517630808,2612.63632251605
1453333.07511993,9762.99624780686,18466.173600408,2613.20177889863
1457336.74750318,9775.0016902101,18481.9078952972,2613.76113039752
1461340.41988643,9786.95962048578,18497.5551321219,2614.31444292338
1465344.09226968,9798.8702266655,18513.1157925754,2614.86178167527
1469347.76465293,9810.73369603668,18528.590355686,2615.40321114834
1473351.43703618,9822.55021514555,18543.9792978315,2615.93879514145
1477355.10941944,9834.31996980008,18559.2830927538,2616.46859676461
1481358.78180269,9846.0431450729,18574.5022115736,2616.99267844653
1485362.45418594,9857.71992530418,18589.637122805,2617.51110194186
1489366.12656919,9869.3504941046,18604.6882923696,2618.02392833857
1493369.79895244,9880.93503435815,18619.6561836112,2618.53121806507
1497373.47133569,9892.47372822507,18634.5412573099,2619.03303089737
1501377.14371894,9903.96675714468,18649.3439716963,2619.52942596613
1505380.81610219,9915.41430183825,18664.0647824656,2620.02046176359
1509384.48848544,9926.81654231184,18678.7041427915,2620.5061961505
1513388.16086869,9938.17365785912,18693.2625033405,2620.98668636292
1517391.83325194,9949.48582706421,18707.7403122853,2621.46198901896
1521395.50563519,9960.75322780446,18722.1380153192,2621.93216012547
1525399.17801844,9971.97603725326,18736.4560556692,2622.39725508462
1529402.85040169,9983.15443188285,18750.69487411,2622.85732870045
1533406.52278494,9994.28858746704,18764.8549089774,2623.3124351853
1537410.19516819,10005.378679084,18778.9365961821,2623.76262816622
1541413.86755144,10016.4248811191,18792.9403692228,2624.20796069128
1545417.53993469,10027.4273672675,18806.8666591994,2624.64848523583
1549421.21231794,10038.386310537,18820.7158948269,2625.08425370865
1553424.88470119,10049.3018832506,18834.488502448,2625.51531745813
1557428.55708444,10060.1742570494,18848.1849060465,2625.94172727826
1561432.2294677,10071.0036028953,18861.8055272603,2626.36353341465
1565435.90185095,10081.7900910735,18875.3507853943,2626.78078557042
1569439.5742342,10092.5338911953,18888.8210974334,2627.1935329121
1573443.24661745,10103.2351722008,18902.2168780555,2627.60182407538
1577446.9190007,10113.8941023615,18915.5385396438,2628.00570717087
1581450.59138395,10124.510849283,18928.7864922999,2628.40522978977
1585454.2637672,10135.0855799074,18941.9611438564,2628.80043900944
1589457.93615045,10145.6184605164,18955.0628998891,2629.191381399
1593461.6085337,10156.1096567334,18968.0921637302,2629.57810302478
1597465.28091695,10166.5593335264,18981.0493364797,2629.96064945576
1601468.9533002,10176.9676552107,18993.9348170186,2630.33906576894
1605472.62568345,10187.334785451,19006.749002021,2630.71339655466
1609476.2980667,10197.6608872646,19019.492285966,2631.08368592184
1613479.97044995,10207.9461230234,19032.1650611501,2631.44997750318
1617483.6428332,10218.1906544569,19044.7677176992,2631.8123144603
1621487.31521645,10228.3946426545,19057.3006435807,2632.17073948885
1625490.9875997,10238.558248068,19069.7642246152,2632.52529482351
1629494.65998295,10248.6816305141,19082.1588444888,2632.87602224296
1633498.3323662,10258.7649491774,19094.4848847645,2633.22296307486
1637502.00474946,10268.8083626122,19106.742724894,2633.56615820064
1641505.67713271,10278.8120287454,19118.9327422298,2633.90564806039
1645509.34951596,10288.7761048789,19131.0553120363,2634.24147265758
1649513.02189921,10298.700747692,19143.1108075015,2634.57367156379
1653516.69428246,10308.586113244,19155.0995997487,2634.90228392337
1657520.36666571,10318.4323569768,19167.0220578476,2635.22734845804
1661524.03904896,10328.2396337166,19178.8785488261,2635.54890347149
1665527.71143221,10338.0080976775,19190.669437681,2635.86698685384
1669531.38381546,10347.7379024627,19202.3950873898,2636.18163608616
1673535.05619871,10357.429201068,19214.0558589216,2636.49288824486
1677538.72858196,10367.0821458834,19225.6521112481,2636.80078000602
1681542.40096521,10376.6968886959,19237.1842013551,2637.1053476498
1685546.07334846,10386.2735806919,19248.6524842529,2637.40662706464
1689549.74573171,10395.8123724592,19260.0573129877,2637.70465375152
1693553.41811496,10405.3134139899,19271.3990386522,2637.99946282813
1697557.09049821,10414.7768546825,19282.6780103965,2638.29108903303
1701560.76288146,10424.202843344,19293.894575439,2638.57956672972
1705564.43526471,10433.5915281928,19305.0490790768,2638.86492991071
1709568.10764796,10442.9430568605,19316.1418646963,2639.14721220148
1713571.78003121,10452.2575763945,19327.1732737843,2639.42644686452
1717575.45241447,10461.5352332602,19338.143645938,2639.70266680319
1721579.12479772,10470.7761733436,19349.0533188754,2639.97590456559
1725582.79718097,10479.980541953,19359.9026284462,2640.24619234846
1729586.46956422,10489.1484838219,19370.6919086418,2640.51356200089
1733590.14194747,10498.2801431109,19381.4214916053,2640.77804502814
1737593.81433072,10507.3756634101,19392.0917076425,2641.03967259533
1741597.48671397,10516.4351877413,19402.7028852313,2641.29847553109
1745601.15909722,10525.4588585602,19413.2553510322,2641.55448433122
1749604.83148047,10534.4468177591,19423.7494298984,2641.80772916229
1753608.50386372,10543.3992066682,19434.1854448856,2642.05823986517
1757612.17624697,10552.3161660589,19444.5637172619,2642.30604595854
1761615.84863022,10561.1978361451,19454.884566518,2642.55117664241
1765619.52101347,10570.044356586,19465.1483103768,2642.79366080152
1769623.19339672,10578.8558664881,19475.3552648032,2643.03352700877
1773626.86577997,10587.6325044073,19485.505744014,2643.27080352858
